Indicator Name,Indicator Code,Country Name,Country Code,Year,Value
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Eritrea,ERI,1996,4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Eritrea,ERI,1995,4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Estonia,EST,2014,60.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Estonia,EST,2010,54.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Estonia,EST,2006,52.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Estonia,EST,2005,57.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Estonia,EST,1994,43.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Eswatini,SWZ,2014,65.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Eswatini,SWZ,2010,63.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Eswatini,SWZ,2007,47.7
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Eswatini,SWZ,2000,26.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Eswatini,SWZ,1989,17.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ethiopia,ETH,2020,35.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ethiopia,ETH,2019,40.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ethiopia,ETH,2018,38.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ethiopia,ETH,2017,35.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ethiopia,ETH,2016,35.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ethiopia,ETH,2015,36
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ethiopia,ETH,2014,40.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ethiopia,ETH,2011,27.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ethiopia,ETH,2005,13.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ethiopia,ETH,2000,6.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ethiopia,ETH,1997,2.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ethiopia,ETH,1990,2.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Fiji,FJI,1974,35
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Finland,FIN,2015,81.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Finland,FIN,2007,68.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Finland,FIN,1999,72.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Finland,FIN,1992,75.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Finland,FIN,1990,75.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,France,FRA,2011,72.7
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,France,FRA,2008,71
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,France,FRA,2005,74.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,France,FRA,1994,69.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,France,FRA,1988,66.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,France,FRA,1978,47.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Gabon,GAB,2012,19.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Gabon,GAB,2000,11.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Gambia, The",GMB,2020,17.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Gambia, The",GMB,2018,16.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Gambia, The",GMB,2013,8.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Gambia, The",GMB,2010,10.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Gambia, The",GMB,2001,13.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Gambia, The",GMB,2000,8.7
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Gambia, The",GMB,1990,6.7
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Georgia,GEO,2018,31.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Georgia,GEO,2010,34.7
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Georgia,GEO,2009,23
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Georgia,GEO,2006,31.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Georgia,GEO,2005,21.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Georgia,GEO,2000,19.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Germany,DEU,2011,80.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Germany,DEU,2008,49.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Germany,DEU,2005,64.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Germany,DEU,1992,65.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Germany,DEU,1985,67.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Germany,DEU,1972,60.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Germany,DEU,1971,49.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ghana,GHA,2018,24.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ghana,GHA,2017,25
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ghana,GHA,2016,23.7
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ghana,GHA,2015,28.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ghana,GHA,2014,22.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ghana,GHA,2013,18.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ghana,GHA,2011,24.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ghana,GHA,2008,16.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ghana,GHA,2006,14
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ghana,GHA,2003,18.7
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ghana,GHA,1999,13.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ghana,GHA,1998,13.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ghana,GHA,1994,10.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ghana,GHA,1993,10.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ghana,GHA,1988,5.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ghana,GHA,1980,5.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Greece,GRC,1999,33.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Grenada,GRD,1985,27.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guatemala,GTM,2015,48.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guatemala,GTM,2009,44
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guatemala,GTM,2002,34.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guatemala,GTM,1999,30.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guatemala,GTM,1995,26.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guatemala,GTM,1987,19
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guatemala,GTM,1983,20.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guatemala,GTM,1978,15.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guinea,GIN,2018,10.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guinea,GIN,2016,7.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guinea,GIN,2012,4.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guinea,GIN,2005,5.7
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guinea,GIN,1999,4.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guinea,GIN,1992,1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guinea-Bissau,GNB,2019,20.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guinea-Bissau,GNB,2014,14.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guinea-Bissau,GNB,2010,13.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guinea-Bissau,GNB,2006,9.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guinea-Bissau,GNB,2000,4.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guyana,GUY,2020,28.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guyana,GUY,2014,32.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guyana,GUY,2009,40
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guyana,GUY,2007,33
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guyana,GUY,2005,33.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guyana,GUY,2000,36.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guyana,GUY,1992,36.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Guyana,GUY,1975,23.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Haiti,HTI,2017,31.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Haiti,HTI,2012,31.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Haiti,HTI,2006,24.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Haiti,HTI,2000,22.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Haiti,HTI,1995,13.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Haiti,HTI,1989,9.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Haiti,HTI,1987,5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Haiti,HTI,1983,3.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Haiti,HTI,1977,5.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Honduras,HND,2019,66.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Honduras,HND,2012,63.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Honduras,HND,2006,56.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Honduras,HND,2001,51
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Honduras,HND,1996,40.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Honduras,HND,1992,34.7
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Honduras,HND,1987,32.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Honduras,HND,1984,30.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Honduras,HND,1981,23.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Hong Kong SAR, China",HKG,2017,64.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Hong Kong SAR, China",HKG,1972,43.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Hungary,HUN,2009,54.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Hungary,HUN,1993,71.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Hungary,HUN,1986,62.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Hungary,HUN,1977,52.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Hungary,HUN,1975,52
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Hungary,HUN,1974,44
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Hungary,HUN,1972,40
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Hungary,HUN,1969,31
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Hungary,HUN,1966,18.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,India,IND,2021,56.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,India,IND,2020,56.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,India,IND,2016,47.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,India,IND,2008,48.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,India,IND,2006,48.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,India,IND,2003,45.7
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,India,IND,2000,42.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,India,IND,1999,42.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,India,IND,1993,36.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,India,IND,1988,39.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,India,IND,1981,28.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,India,IND,1971,9.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,2017,57.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,2016,58.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,2015,59.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,2014,60.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,2013,60.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,2012,57.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,2011,59.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,2010,59.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,2009,58.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,2008,57.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,2007,57.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,2006,56.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,2005,57.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,2003,56.7
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,2001,51.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,2000,53.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,1999,54.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,1998,54.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,1997,54.7
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,1996,52.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,1995,52.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,1994,52.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,1993,51.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,1991,47.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,1987,43.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,1985,36.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,1979,24.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,1976,22.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Indonesia,IDN,1973,7.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Iran, Islamic Rep.",IRN,2011,57
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Iran, Islamic Rep.",IRN,2002,59
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Iran, Islamic Rep.",IRN,2000,56
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Iran, Islamic Rep.",IRN,1997,56
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Iran, Islamic Rep.",IRN,1996,56.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Iran, Islamic Rep.",IRN,1995,53.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Iran, Islamic Rep.",IRN,1994,51.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Iran, Islamic Rep.",IRN,1993,49.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Iran, Islamic Rep.",IRN,1992,44.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Iran, Islamic Rep.",IRN,1989,30.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Iran, Islamic Rep.",IRN,1977,25.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Iraq,IRQ,2018,36.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Iraq,IRQ,2011,33.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Iraq,IRQ,2006,32.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Iraq,IRQ,2000,25.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Iraq,IRQ,1989,10.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Iraq,IRQ,1974,12.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ireland,IRL,2010,70.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ireland,IRL,2005,61.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ireland,IRL,2004,67.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Israel,ISR,1988,51.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Italy,ITA,2013,51.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Italy,ITA,1996,40.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Jamaica,JAM,2009,68.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Jamaica,JAM,2003,66.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Jamaica,JAM,1997,62.7
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Jamaica,JAM,1993,58.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Jamaica,JAM,1989,51.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Jamaica,JAM,1983,48.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Jamaica,JAM,1979,54.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Jamaica,JAM,1976,36.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,2015,33.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,2014,39
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,2005,44.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,2004,44.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,2000,48.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,1998,48
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,1996,50.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,1994,52.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,1992,57
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,1990,52.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,1988,51.7
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,1986,62.7
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,1984,57.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,1979,62.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,1975,60.5
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,1973,59.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,1971,52.6
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,1969,52.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,1967,49.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,1965,54.1
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,1963,43.8
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Japan,JPN,1961,39.2
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Jordan,JOR,2018,37.4
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Jordan,JOR,2012,42.3
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Jordan,JOR,2009,42
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Jordan,JOR,2007,41.9
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Jordan,JOR,2002,41.2
